City,State,population,Poverty,Diversity,Employment,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Mean,Income,Stdev,Income
Gilbertown,AL,103928,92.19999999999999,3969.8,268357.12,1174,103,977,579,868,1234,475,826,262,333,299,23,1341,185,98,445,800,1225,415,1225
Gillette,WY,1828288,24.0,5494.000000000001,1604486.4,1171,265,1199,566,1341,682,805,3,450,1296,745,785,674,578,355,443,974,94,732,94
Gilman City,MO,37092,69.1,5857.410000000001,228531.36,195,227,1117,284,744,918,17,1275,1139,897,114,631,1291,1283,659,87,841,1267,476,1267
Glennallen,AK,42856,28.700000000000003,4367.7,268851.44,360,102,637,1080,1128,1013,117,1102,726,896,966,815,1253,621,665,89,129,931,209,931
Glenrock,WY,179652,32.6,5543.780000000001,444222.31999999995,554,1147,1244,606,983,1137,1334,1272,214,169,412,29,1306,1114,356,221,55,513,141,513
Goldfield,NV,12144,47.3,5094.27,27036.079999999998,93,860,1170,565,942,498,660,1103,930,1137,1109,691,81,997,1128,91,549,568,1013,568
Goldsboro,NC,3124308,93.5,3928.11,3090402.88,300,1157,193,530,522,991,1307,348,3,1278,1229,811,770,247,531,233,1317,365,424,365
Goodview,VA,204160,35.3,5494.540000000001,2174192.1599999997,187,673,454,253,706,1219,615,802,186,344,1064,470,119,1147,547,325,932,995,655,995
Goose Creek,SC,2346520,53.699999999999996,4331.709999999999,5137623.28,488,711,1222,1235,64,366,791,369,237,711,1225,1143,945,1168,557,97,1,514,778,514
Gordo,AL,263252,95.4,3942.1300000000006,408630.56,1197,909,105,1151,218,31,171,393,1057,479,809,467,826,886,26,230,1015,121,532,121
Gordonsville,VA,352220,56.1,5063.830000000001,913768.88,183,1295,1301,410,192,469,625,1277,1217,351,1197,509,538,408,487,100,4,1241,40,1241
Goshen,NY,553872,53.599999999999994,4516.6900000000005,10436666.959999999,1296,282,1048,1098,465,452,632,1098,935,910,550,834,1244,216,800,103,464,1173,1197,1173
Gouverneur,NY,437228,74.4,5663.13,2719003.1999999997,337,891,113,984,298,91,423,1094,775,709,873,953,201,504,200,329,911,667,895,667
Graham,NC,1291444,77.4,4466.710000000001,4326594.4799999995,250,411,171,882,1091,999,2,818,1216,818,1199,307,1079,555,846,426,755,541,1004,541
Granby,MO,202664,51.7,5381.860000000001,1588456.72,409,414,670,289,1047,954,725,385,1368,54,190,683,249,1188,1320,235,1043,619,1317,619
Grand Forks,ND,2377276,51.7,5348.679999999999,2295584.32,475,1349,301,717,569,484,134,317,1039,1355,387,62,860,637,962,243,329,214,935,214
Grand Ledge,MI,817520,91.69999999999999,5534.885,3828752.0799999996,900,1172,882,244,294,303,974,783,766,915,339,1197,738,973,699,397,287,162,772,162
Grand Marais,MN,142384,55.6,5300.430000000001,169667.19999999998,1144,1114,69,654,1177,784,817,613,423,779,724,1123,779,843,779,131,604,796,144,796
Grand Rapids,MI,15241952,57.099999999999994,4875.82,18575188.24,573,1097,377,564,1317,897,1180,1278,1282,587,823,572,461,606,734,373,686,329,1253,329
Grants,NM,492844,120.3,2025.9699999999998,585799.76,731,729,862,159,943,726,1154,857,380,1226,176,1076,485,784,818,151,875,703,718,703
Grantsville,UT,413908,20.8,5305.450000000001,1601567.92,561,979,527,884,1294,817,536,1117,947,1104,24,491,964,138,283,356,792,1373,50,1373
Green River,WY,571340,45.5,5150.680000000001,1399219.68,1342,1030,856,345,1297,210,369,25,318,922,1241,778,124,193,281,371,142,843,246,843
Green Springs,OH,112772,71.3,5614.99,1540199.1199999999,555,1239,1104,343,870,1321,706,1078,1259,1227,343,553,566,605,1076,357,1042,1237,615,1237
Greenfield,IL,86548,63.300000000000004,5918.73,361763.68,563,299,771,879,473,859,610,1126,1159,1220,638,189,180,820,1077,358,1263,1261,1169,1261
Greenfield,MA,748220,42.3,5641.41,2263117.04,1021,559,1228,336,392,356,89,733,997,1312,858,236,181,1224,838,180,1032,117,39,117
Greensburg,KY,381920,83.0,5749.600000000001,468461.84,455,946,823,1023,470,1136,657,894,212,1298,455,1014,757,1294,1051,179,948,87,835,87
Greenville,AL,606320,158.90000000000003,4235.95,817533.9199999999,50,167,623,198,1301,133,298,1067,257,575,430,830,682,1248,361,150,354,175,804,175
Greenville,GA,175384,85.3,3989.78,470485.76,1233,602,56,829,973,49,1023,41,258,812,691,1128,956,1309,1036,159,1113,1263,373,1263
Greenville,SC,8693212,62.800000000000004,4624.68,13364745.92,1154,1364,1058,471,169,391,332,475,655,673,453,1132,522,764,621,369,1285,515,1071,515
Greenwich,OH,196812,70.4,5358.59,3078766.6399999997,1122,767,1079,692,515,788,269,1225,1000,1199,1321,332,601,64,369,161,319,304,30,304
Greenwood,AR,630828,96.4,4681.080000000001,3335240.7199999997,728,1017,921,1284,665,61,1274,462,50,1367,1111,1135,1113,788,624,365,1327,196,211,196
Greenwood,SC,2340888,185.39999999999998,4378.754999999999,2299165.12,410,1258,993,1279,523,1187,971,899,1346,1340,477,942,861,195,374,164,1137,1063,703,1063
Groveport,OH,525096,49.0,5716.880000000001,1506712.0799999998,78,377,1082,1368,86,857,462,723,1347,1124,254,1223,648,378,654,167,1062,769,811,769
Grover Hill,OH,52492,49.2,5804.710000000001,800604.3999999999,1039,1190,951,104,127,384,834,909,643,1148,1194,612,189,107,1124,170,546,656,45,656
Groves,TX,692384,79.3,3410.9700000000003,6275087.359999999,690,271,1024,1053,1018,285,194,1058,1275,628,251,267,1208,1090,911,178,256,481,733,481
Guanica,PR,576532,370.49999999999994,1871.05,777146.16,877,248,1176,1247,122,177,290,914,236,970,1323,899,378,452,646,173,94,778,1340,778
Guayama,PR,1937364,183.0,1858.93,591232.48,889,848,345,806,461,179,768,918,1111,1172,1299,1211,1215,841,594,160,812,1120,403,1120
Guilford,ME,108900,87.9,5828.9800000000005,403637.19999999995,1188,1180,1285,864,599,279,1188,716,705,708,1293,573,773,339,185,342,19,445,492,445
Gunnison,CO,425964,147.89999999999998,4841.425000000001,697940.4,873,229,449,112,1362,625,929,493,1090,605,925,1284,627,1189,109,354,766,1134,1137,1134
Guntown,MS,248820,72.0,5630.630000000001,573586.9600000001,1252,38,864,508,1169,29,195,1134,415,1139,742,733,447,519,1230,377,825,505,190,505
Gurabo,PR,1973312,157.8,1871.05,703728.0,624,64,110,1232,1308,629,944,1129,1055,1257,131,845,900,288,43,199,611,849,123,849
Guttenberg,IA,132088,43.8,5655.31,3046370.1599999997,1316,580,591,1213,881,850,849,737,226,745,585,930,868,543,789,195,527,1017,378,1017
Hadley,MA,220044,40.5,5305.530000000002,5125904.64,1098,45,735,1123,1259,125,764,40,914,1186,1246,118,611,1355,1327,194,75,728,971,728
Hagerstown,IN,175868,87.1,5499.0599999999995,1729322.4,924,173,789,1255,894,1155,922,210,669,860,759,15,1074,52,1331,394,1085,453,256,453
Hagerstown,MD,4103968,52.9,5152.58,4107677.2,607,983,1319,264,428,600,1278,12,462,958,995,406,1112,995,1240,350,718,438,1364,438
Hague,VA,83380,41.3,4338.02,451698.63999999996,800,797,973,713,919,130,1263,1299,536,765,1080,1234,1004,243,679,193,1059,1160,653,1160
Haiku,HI,445412,39.0,2271.2200000000003,4962705.680000001,1373,748,123,368,284,1307,384,257,518,595,1096,647,1089,1195,1336,285,1305,994,346,994
Haines,AK,113124,13.899999999999999,4877.53,89493.6,283,1277,863,1055,60,119,1281,246,1184,771,830,79,1160,1222,261,351,1016,532,886,532
Haleyville,AL,583088,71.5,5659.09,703236.08,100,954,1307,1091,345,906,444,1124,98,696,763,609,640,397,1212,183,1174,325,727,325
Hamilton,MS,138292,80.3,4501.96,864820.88,155,741,1194,144,1222,1309,1071,867,470,909,749,973,258,63,817,391,654,3,996,3
Hamilton,TX,207592,47.3,5458.140000000001,199594.47999999998,524,1309,1221,191,969,1192,1070,16,886,1231,160,450,1251,1308,1163,387,1370,279,513,279
Hamilton City,CA,113432,75.4,4015.9300000000003,640292.3200000001,369,595,404,222,990,915,991,1076,461,1173,1054,4,869,1112,714,141,437,1040,512,1040
Hampstead,MD,653180,19.4,5584.93,5362497.12,520,842,85,589,211,106,502,873,261,686,277,368,406,869,416,186,730,883,263,883
Hampton,NE,34980,33.9,5855.02,287256.39999999997,458,560,122,1059,78,189,861,231,1242,405,531,1340,1128,1057,895,383,438,615,927,615
Hampton,VA,5937932,63.900000000000006,3203.01,3698604.96,850,585,341,719,997,271,782,884,116,295,610,722,49,617,320,382,154,1339,946,1339
Hanalei,HI,59840,35.7,2227.5800000000004,2067168.4799999997,1084,1300,96,243,704,82,33,446,534,462,1322,865,476,744,496,380,1280,293,15,293
Hanover,MA,601656,31.0,5211.530000000001,15322882.479999999,620,327,585,229,711,790,138,451,856,184,1256,1232,470,33,3,379,342,1244,1301,1244
Hanover,MD,564740,37.1,4245.575000000001,27200519.36,1170,689,80,195,10,250,1155,39,862,317,1169,1049,744,1077,1299,378,682,825,881,825
Hardin,IL,65780,46.800000000000004,5933.7,135856.47999999998,123,260,510,1311,738,288,1347,855,537,318,707,944,1261,48,1023,190,1110,50,561,50
Hardin,MT,224928,107.4,1967.93,284290.48,901,1308,20,1274,56,21,1248,549,522,321,97,839,368,699,710,77,1030,486,1059,486
Harlem,GA,354860,107.80000000000001,3927.01,505863.6,681,897,1263,129,686,1188,247,420,21,91,458,41,991,190,1009,433,289,118,1015,118
Harpers Ferry,WV,559416,43.0,5287.29,1606543.68,1109,747,468,324,356,892,447,366,1058,39,325,1153,1063,1373,216,75,73,1195,140,1195
Harrington,WA,27280,60.7,5649.010000000001,246428.16,1147,1081,169,607,503,419,1370,874,1366,103,801,483,425,567,1000,32,1119,1229,668,1229
Harrison,AR,1295052,73.4,5794.64,345710.48000000004,1119,1236,1131,12,985,605,664,334,1064,287,222,674,884,230,949,262,84,0,1043,0
Harrisonburg,VA,2919664,121.4,5115.005,3777301.6799999997,775,1121,1297,1186,403,653,1260,756,1262,526,448,681,468,905,1341,303,1246,552,1249,552
Harrisonville,MO,619080,38.5,5511.87,2926080.24,435,1316,371,207,910,1202,912,406,363,158,939,314,745,1286,1044,260,167,1005,227,1005
Harrodsburg,KY,833756,73.3,5649.36,567775.6,182,609,357,1200,331,634,473,62,165,348,1006,1261,1149,508,764,34,1229,332,1032,332
Hartford,AL,247104,103.60000000000001,5281.05,633914.24,1317,892,774,490,386,1116,741,1021,622,510,646,891,975,887,1362,35,230,1030,391,1030
Hartland,WI,905080,18.9,5549.01,12735393.44,983,1159,1134,661,809,937,674,1171,1049,363,822,650,864,931,120,304,18,68,1307,68
Harvey,ND,106964,5.5,5939.89,124994.96,1173,1254,1243,99,988,528,478,636,102,116,385,1242,191,701,376,258,355,1104,229,1104
Hastings,MI,821964,42.2,5807.1,1635768.88,700,735,900,728,409,230,827,1015,181,148,803,76,498,873,1211,466,439,255,844,255
Hatillo,PR,1821512,157.7,1863.06,767999.7599999999,73,460,530,533,921,401,679,1006,844,386,816,460,1231,754,1133,465,282,1355,891,1355
Hattiesburg,MS,3580896,154.9,4447.745,3624465.92,732,704,229,438,90,1239,551,721,94,35,971,893,311,331,897,305,1001,1197,440,1197
Haughton,LA,844360,54.099999999999994,4551.12,3439679.44,1253,326,243,750,347,867,1006,998,1009,136,616,184,645,218,1185,464,1345,628,1155,628
Hawkinsville,GA,564212,88.4,4119.240000000001,240389.27999999997,1215,50,885,675,1274,169,452,804,810,445,295,277,326,83,671,41,474,1330,1110,1330
Hawley,PA,518188,50.9,5640.75,1289934.56,1261,524,891,1211,1195,1112,1125,1108,787,540,1253,543,545,128,908,45,695,813,787,813
Hawthorne,FL,452892,120.3,4751.950000000001,1472401.1199999999,352,513,242,525,565,88,54,780,992,131,192,695,1151,123,68,47,1190,1268,167,1268
Haymarket,VA,867724,26.3,3513.3599999999997,13615702.879999999,1047,166,150,707,863,646,1234,834,207,61,1117,1029,911,36,1105,48,1232,294,68,294
Hazen,AR,105072,82.4,5361.52,213833.44,1328,670,857,430,308,1176,301,841,482,208,259,857,1014,178,678,461,703,875,683,875
Heath,OH,752620,52.900000000000006,5630.8099999999995,4952199.04,806,712,329,113,300,520,490,1080,52,480,1055,929,1339,794,385,473,1156,719,588,719
Hebbronville,TX,232012,48.1,2116.19,109235.59999999999,548,156,520,446,607,910,945,749,762,482,308,620,1320,1285,270,49,1163,4,351,4
Hebron,KY,612348,30.599999999999998,5506.71,3807758.7199999997,427,531,472,210,144,295,714,748,846,250,1155,350,529,412,835,474,572,1350,861,1350
Heflin,AL,373956,77.0,4875.040000000002,525107.76,426,593,1359,457,546,694,1222,866,1076,238,988,590,889,857,836,302,824,865,321,865
Hemphill,TX,267520,127.19999999999999,5438.62,175699.92,673,186,132,241,1290,221,122,869,771,82,307,1285,41,1232,443,278,207,733,841,733
Henderson,KY,1649956,75.8,5410.530000000001,1236803.2,205,562,1201,1,188,715,530,891,346,500,1278,842,984,1338,272,487,428,238,142,238
Hendersonville,NC,2819960,53.8,5294.489999999999,2820564.8000000003,921,660,48,72,514,263,1277,1068,547,258,697,473,271,439,222,277,908,511,1163,511
Heppner,OR,84700,67.9,4394.729999999999,293818.72,979,81,49,283,1239,886,214,903,1365,22,163,37,1037,944,841,4,1018,37,195,37
Hereford,TX,843260,64.5,3267.67,201797.03999999998,623,304,922,538,597,571,1231,1063,904,231,641,426,564,118,948,275,672,180,402,180
Hernando,FL,620268,78.19999999999999,5529.040000000001,2644462.32,161,1167,304,134,509,28,954,922,252,64,682,1277,585,585,243,484,435,1297,991,1297
Herron,MI,35684,67.2,5855.699999999999,744130.9600000001,608,477,260,1192,659,911,262,1137,725,468,581,673,819,914,629,5,264,732,294,732
Herscher,IL,87692,62.7,4783.57,3029136.16,347,1164,300,1114,458,1095,21,951,1297,45,1306,196,843,212,845,274,206,1286,547,1286
Hesperia,MI,259820,83.6,5286.889999999999,630229.04,82,223,336,1113,246,844,707,684,731,548,1282,270,544,235,325,482,576,985,1256,985
Hesston,KS,175560,26.0,5677.65,936806.32,1128,400,948,1017,319,935,45,964,1114,274,757,1137,1058,798,740,11,1325,150,309,150
Hickman,KY,140712,99.4,4695.030000000001,138729.59999999998,1056,1134,573,486,763,948,484,972,581,78,103,1015,444,353,326,295,822,220,1327,220
Hickory,NC,3416688,61.9,4964.370000000001,4253524.640000001,716,1196,356,950,587,246,397,672,707,42,1120,1103,809,938,619,479,811,1198,1297,1198
Hicksville,OH,261800,54.199999999999996,5472.89,1100322.88,1232,566,579,181,93,466,508,664,588,37,217,358,39,753,899,268,415,1018,979,1018
High Bridge,NJ,162580,14.4,5428.880000000001,4008045.6799999997,1087,1193,1145,182,359,360,860,1162,1302,933,20,335,584,1246,244,264,984,972,113,972
High Point,NC,5019696,63.1,5180.48,4354927.2,241,1302,570,867,1089,814,520,1001,1169,1093,1276,927,487,277,932,18,1330,295,1016,295
High Springs,FL,473792,93.2,5471.590000000001,381015.68,246,1223,731,1266,526,555,590,831,457,736,1340,560,788,564,467,20,1279,290,1011,290
Hilliard,OH,2353956,67.1,4388.22,37475448.8,440,1091,717,427,875,173,204,1373,1091,36,1268,71,630,286,1256,299,24,789,921,789
Hilo,HI,1966624,78.7,2230.2000000000003,4993456.72,40,243,1064,1175,892,917,1002,1176,1157,952,1309,227,1084,596,1284,28,1186,590,1019,590
Hinsdale,NY,77484,73.7,5590.330000000001,2083633.44,481,171,684,1240,1033,1060,709,353,866,1072,629,40,1198,1132,161,458,610,315,1095,315
Hiwassee,VA,84128,48.3,5620.660000000001,941474.08,1,964,595,116,1242,745,325,364,915,978,179,110,1235,119,1166,38,405,153,1224,153
Hixson,TN,1736944,63.2,4704.929999999999,9899648.0,1222,632,1321,512,1054,803,1087,1269,365,787,612,235,663,455,1291,311,135,1074,1229,1074
Hobbs,NM,1883200,58.6,3440.8599999999997,1784103.28,885,154,108,666,1306,217,881,1350,441,416,908,1115,1333,625,404,319,518,1042,1313,1042
Holly,CO,66220,72.4,4405.22,334050.63999999996,922,1338,1055,292,116,1068,1082,405,145,1240,1160,945,1035,679,551,74,584,715,536,715
Holly Ridge,NC,247104,54.2,4502.759999999999,3724576.32,289,310,353,422,603,409,835,421,321,114,902,285,217,824,1114,70,1231,1004,289,1004
Holly Springs,NC,1286516,41.7,4194.96,30351428.479999997,118,132,98,60,1334,832,975,432,284,430,527,1088,856,651,486,65,144,758,276,758
Holmen,WI,598004,42.0,5567.64,3787565.28,446,702,995,1212,916,1105,1206,61,76,433,482,1210,24,1315,1152,249,562,1036,1285,1036
Holt,MI,883256,74.0,4637.68,8092285.6,327,721,1003,141,1279,34,1018,1232,1279,764,1190,1322,244,1081,986,314,476,424,1156,424
Holyoke,CO,127908,52.7,5098.400000000001,120834.95999999999,96,308,279,1106,719,137,517,1231,1135,1287,1196,724,129,842,1360,58,247,409,259,409
Hope,AR,722128,111.2,4004.9100000000003,529208.88,1015,174,852,226,592,626,1355,456,824,98,184,346,483,710,413,247,454,176,1085,176
Hope Valley,RI,200376,33.9,5634.52,3941550.0799999996,438,512,1033,861,468,172,1306,461,499,1251,464,1331,1343,476,1002,309,196,349,1098,349
Hopewell,VA,1381776,77.0,3741.85,550194.5599999999,279,1197,883,782,94,545,848,467,673,703,568,1231,342,1152,898,312,670,881,953,881
Hormigueros,PR,740740,135.4,1854.2099999999998,298015.51999999996,1120,579,499,1094,996,668,386,1229,317,130,1218,151,230,1339,661,67,691,612,428,612
Hornbeak,TN,86592,80.80000000000001,5298.39,764816.64,326,1332,1241,194,1319,36,11,337,80,1225,851,1038,253,991,1144,245,155,289,36,289
Hornell,NY,558052,65.5,5747.300000000001,2626820.6399999997,687,116,680,573,594,1355,1272,472,641,720,291,340,270,812,107,794,524,1246,84,1246
Hosford,FL,82984,52.0,4810.960000000001,167478.24,943,206,830,940,847,778,978,479,653,871,1216,415,789,864,615,1072,31,1223,1341,1223
Houma,LA,3624940,73.9,4458.690000000001,2945975.6,684,196,50,477,431,1227,701,1222,1227,1195,342,336,683,581,1098,185,655,835,1154,835
Houston,MS,363352,103.7,3790.9400000000005,398961.43999999994,307,591,1125,1223,251,858,923,1220,123,929,409,655,1156,1032,86,874,1204,804,475,804
Houston,TX,126690476,71.6,2977.1600000000003,126579145.19999999,474,951,427,960,330,1280,885,55,255,939,305,101,713,986,329,1344,111,953,122,953
Howard,KS,43208,67.3,5630.49,68364.56,230,1105,14,887,498,1282,665,1215,957,949,1079,1173,260,1306,126,933,1098,762,708,762
Hughes Springs,TX,205348,74.1,4459.65,279448.24,870,740,566,963,1363,1101,684,54,562,278,392,229,165,641,1286,36,334,1327,485,1327
Hugoton,KS,213180,75.5,3185.69,671037.6,94,838,1113,353,562,1000,836,509,112,979,1051,998,570,782,197,76,507,426,342,426
Hume,MO,31680,69.9,5797.3,437167.51999999996,431,180,476,372,593,869,864,517,1351,1099,1013,1002,327,860,775,822,511,112,566,112
Huntersville,NC,2277484,56.2,3645.7900000000004,30549612.88,1191,806,975,332,131,794,705,1209,1191,195,1240,416,541,1063,753,388,1353,169,920,169
Huntley,IL,1141492,29.5,5262.17,9559654.399999999,7,263,511,276,328,124,858,524,161,995,463,581,91,1070,7,575,1024,1169,722,1169
Huntsville,AL,8222984,52.5,4398.129999999999,9956515.6,1358,1104,381,1277,1333,307,984,525,434,998,958,462,86,1352,637,955,975,530,635,530
Huntsville,TX,2764960,154.8,4527.86,1982016.7999999998,286,1013,691,619,655,1345,866,530,435,1082,955,903,620,383,124,756,1240,1057,754,1057
Huron,SD,617408,32.4,5927.170000000001,78504.48,1012,730,205,905,339,663,392,535,1095,1011,693,784,313,1102,1229,500,1154,649,1310,649
Hutchinson,KS,2182048,50.900000000000006,5343.09,298439.6,1274,11,1291,1237,716,376,578,1204,871,1079,493,1302,968,261,46,367,185,909,1141,909
Hyannis,NE,16676,42.5,5836.87,25551.6,1256,285,1358,468,838,1175,382,56,1015,1055,1131,506,634,642,1277,952,592,215,887,215
Hymera,IN,23716,74.7,5686.700000000001,499008.95999999996,811,608,816,57,571,619,1254,336,1099,243,1134,492,893,604,1169,1281,1249,166,1337,166
Idaho Falls,ID,4399868,47.0,5336.49,2869432.32,894,996,616,918,843,372,1255,335,845,230,1310,813,666,992,1303,280,679,372,555,372
Ilwaco,WA,65384,79.6,5222.090000000001,434521.68,648,997,783,708,922,338,1063,333,1268,926,367,554,988,836,1308,1031,1299,202,469,202
Imperial,CA,944020,86.0,2319.5600000000004,3550854.88,517,1100,888,1037,685,477,191,141,785,797,714,1295,1139,213,457,184,561,450,108,450
Indiahoma,OK,70136,66.2,3950.9700000000003,3018509.92,997,427,1085,678,902,323,281,149,632,323,1317,222,89,949,900,905,1143,650,698,650
Indianapolis,IN,39436540,84.7,4073.85,26550965.52,396,1279,0,333,923,532,506,121,1022,920,746,396,600,73,1195,242,497,965,517,965
Indianola,NE,39424,42.800000000000004,5715.9400000000005,347571.92,813,187,1043,688,710,575,995,1316,97,1194,1057,796,319,1259,130,922,1200,857,1171,857
Interlochen,MI,271964,38.0,5694.92,2663541.92,445,589,589,724,616,129,794,183,1124,815,475,684,99,821,215,877,757,1233,1231,1233
Inver Grove Heights,MN,1465376,28.9,5110.620000000001,13618727.2,677,1235,89,999,519,1001,1072,187,621,1183,473,1371,1065,1058,638,267,64,357,452,357
Iowa,LA,380336,73.7,5009.330000000001,769906.24,923,142,428,6,525,495,553,191,672,1182,469,3,28,866,158,909,819,12,524,12
Iowa City,IA,3364460,45.099999999999994,5118.909999999999,4793487.6,746,912,508,1079,1071,1241,549,1313,590,854,1252,976,751,1093,597,859,656,1232,369,1232
Irvine,KY,566456,107.89999999999999,5936.06,295646.56,1305,898,202,638,1081,101,522,194,245,855,38,326,1369,1080,1011,908,787,1354,86,1354
